age,income,loan_amount,credit_score,employment_years,existing_loans,loan_term,interest_rate,default
34,74617,169386,469,9,3,24,6.27,0
35,125041,151045,463,30,2,48,14.36,0
51,90195,75672,428,3,4,24,6.47,0
21,135603,463861,490,37,4,12,19.32,0
23,28269,186722,714,35,3,48,19.12,1
36,33358,199569,556,9,2,60,20.62,1
43,113029,62906,561,2,3,24,12.49,0
31,98857,495320,491,21,3,24,19.33,1
32,146275,63931,536,20,0,60,10.18,0
30,96254,192116,377,37,3,60,23.09,0
52,116892,69831,651,37,0,60,5.92,0
36,71235,331944,703,2,3,12,24.28,0
28,50304,19944,346,28,0,12,5.69,0
58,37172,373400,648,36,2,24,18.86,1
32,88834,496985,760,4,0,48,11.04,1
44,100731,51459,452,2,1,48,10.84,0
48,59857,300088,606,29,2,36,10.69,1
28,22825,51443,567,39,4,36,21.63,0
48,111774,256621,587,7,0,24,7.66,0
56,133624,32774,605,12,0,60,13.7,0
46,42151,354446,367,19,0,36,21.55,1
28,58327,312184,584,12,4,36,24.23,1
48,50314,116577,842,5,4,12,8.25,0
48,62368,253687,779,9,3,60,12.37,0
57,76110,403272,323,25,2,24,22.69,1
61,143667,456454,310,5,1,60,19.79,0
56,147744,69957,585,25,3,24,12.81,0
47,30322,252242,429,27,3,24,15.64,1
37,76625,76945,679,11,2,12,5.55,0
29,70504,149670,729,39,0,36,5.07,0
53,72631,246688,539,3,4,24,23.06,0
40,64239,358464,445,23,3,24,10.28,1
33,119583,21810,591,14,3,24,20.4,0
48,17967,399743,611,23,2,24,7.9,1
49,52018,141322,607,12,3,60,21.27,0
33,83774,151230,831,2,4,60,17.53,0
55,83274,100535,528,26,3,12,6.81,0
26,85472,207560,812,38,3,48,9.35,0
38,49604,89714,319,14,1,36,13.88,0
25,82104,360440,559,25,4,24,19.68,1
45,123818,424698,496,22,4,48,23.59,0
22,111396,196035,689,38,1,48,6.75,0
30,19720,32149,645,32,1,48,21.27,0
50,55725,250846,427,20,0,24,22.1,1
25,58923,57719,413,13,2,36,15.86,0
53,54293,223960,506,12,4,36,24.64,1
21,45029,364437,404,31,4,24,20.82,1
38,41585,135900,470,11,1,12,22.67,0
52,73271,495156,560,9,3,12,14.64,1
31,38449,126345,621,21,0,48,17.14,0
41,50308,276091,463,24,4,24,22.53,1
46,138374,11303,537,28,1,12,6.17,0
45,72175,340623,834,6,0,60,18.24,0
42,44059,118955,602,34,4,36,14.76,0
47,97549,66657,464,28,3,60,24.78,0
33,149058,129324,718,15,2,60,15.42,0
53,137767,308886,539,7,2,12,9.02,0
54,67934,304553,827,8,3,36,9.71,0
61,135094,403996,496,19,2,60,22.85,0
55,133156,346974,566,18,4,36,7.18,0
21,104064,108944,350,15,2,60,10.8,0
41,26772,11183,667,28,2,36,5.75,0
26,72564,78469,665,33,1,24,20.96,0
48,53635,64417,758,27,4,12,23.38,0
37,52394,480626,537,33,4,24,7.93,1
25,50030,418589,635,16,3,36,17.36,1
51,82950,188692,644,3,2,12,18.43,0
25,118426,186272,622,33,0,12,8.05,0
58,138652,152654,364,29,4,48,10.54,0
23,28515,111866,311,37,4,24,18.28,1
43,122301,345058,651,29,0,60,6.28,0
57,73724,79126,631,30,4,12,24.0,0
57,17175,480595,849,31,3,60,18.65,1
30,17405,384436,466,33,2,24,13.21,1
30,67515,167016,743,17,3,48,14.37,0
39,22341,224924,489,5,2,12,8.03,1
37,106796,494560,391,2,3,48,9.7,1
41,124460,290991,826,39,3,48,23.54,0
34,96499,475190,395,13,2,36,14.58,1
29,98525,59613,525,37,1,48,9.1,0
21,33426,107972,799,16,4,60,17.95,0
33,50927,268437,498,26,4,48,11.83,1
24,21395,343631,466,36,2,36,22.02,1
21,20150,81119,414,25,0,24,20.59,1
60,92668,395978,405,13,1,12,11.88,1
52,64572,350262,303,35,4,24,18.2,1
54,99028,95581,544,23,4,36,9.59,0
48,69497,59159,439,20,4,60,10.92,0
51,117300,288462,376,0,4,12,23.6,0
28,37466,28313,349,31,1,60,7.44,0
59,24550,441140,774,10,3,24,8.38,1
46,68062,477058,647,16,2,12,13.48,1
54,50394,479134,784,2,3,60,17.13,1
23,113794,294305,507,36,2,12,9.9,0
32,70084,384109,482,28,0,24,8.97,1
21,90809,326217,821,18,3,60,21.86,0
64,100291,44041,391,32,1,12,18.68,0
25,94220,243741,410,38,0,12,19.54,0
50,26366,32250,694,4,0,60,24.75,0
50,135525,275501,329,1,4,24,14.93,0
37,118293,340096,774,8,4,36,9.44,0
43,78818,48689,476,24,4,12,17.48,0
35,125325,301603,812,19,2,60,5.42,0
57,75325,321688,587,10,4,60,15.36,1
41,16676,312442,594,11,3,60,19.26,1
34,121094,204023,429,0,0,36,13.16,0
22,41222,463705,434,23,3,48,13.17,1
31,28376,421442,712,16,2,60,7.45,1
59,24431,407034,483,15,2,36,15.6,1
58,48370,7305,302,37,4,48,12.22,0
54,148009,324330,440,7,0,36,20.89,0
58,120116,224342,366,23,2,60,9.25,0
54,16067,104435,371,5,1,12,15.16,1
38,93937,451323,414,8,0,60,7.91,1
50,118556,265351,725,2,2,36,16.74,0
35,106396,104948,579,35,2,60,14.67,0
47,69654,466046,657,22,3,24,19.79,1
54,45593,348265,574,30,4,36,7.82,1
58,125423,492601,399,33,1,36,14.11,1
53,80059,59414,381,37,3,60,5.22,0
44,122041,466969,555,39,4,36,21.99,1
35,59401,108500,306,34,0,36,13.21,0
50,46593,72621,374,16,1,36,19.99,0
62,108220,279823,849,20,2,60,12.36,0
37,50690,411095,774,2,1,60,18.54,1
25,110360,405019,522,37,0,60,21.99,0
49,83923,362819,429,34,2,60,19.18,0
24,36826,491169,848,33,1,48,13.64,1
30,135240,227114,330,13,3,12,21.77,0
37,68165,402432,538,15,1,60,16.42,1
30,72454,382168,561,3,2,36,14.72,1
37,21959,365089,778,8,3,36,23.23,1
40,57715,146995,480,37,3,24,22.47,0
44,47252,392206,673,14,3,60,12.74,1
25,41104,55411,660,0,0,12,9.43,0
54,146623,325546,799,9,1,48,12.49,0
26,80669,323475,529,10,0,12,5.96,0
22,91639,286976,571,30,4,24,13.93,0
33,57973,316022,312,35,3,12,7.73,1
63,141142,105720,721,33,2,60,14.04,0
63,114364,158387,698,37,3,24,15.9,0
31,71536,331696,317,16,2,36,18.08,1
43,94584,111549,699,3,4,60,12.6,0
36,110959,292872,468,36,1,60,11.81,0
51,112216,9376,349,17,4,24,8.17,0
31,130283,84183,405,38,2,48,12.76,0
36,117410,246912,407,35,0,60,7.76,0
28,60820,307076,496,39,3,60,13.71,1
24,113235,331521,518,6,2,48,21.09,0
60,24990,88726,427,11,0,12,20.46,0
24,27778,480722,340,18,4,24,21.33,1
45,115196,42220,669,36,2,48,21.67,0
23,102448,71022,838,7,4,12,11.69,0
52,107334,225546,620,9,3,48,24.45,0
23,90012,334388,682,35,3,60,17.94,0
47,74871,362751,441,6,0,12,6.79,1
49,131445,18356,578,27,0,12,14.71,0
52,103873,444730,790,17,3,60,23.68,1
39,44590,266801,321,36,1,36,7.23,1
41,82145,41774,838,0,3,36,16.0,0
25,136909,419227,733,28,2,24,20.81,0
38,48991,257660,324,21,4,36,19.33,1
48,16907,24414,481,21,3,48,20.03,0
62,91479,42070,640,23,2,60,22.55,0
42,70600,119577,402,24,2,48,19.27,0
41,73612,167931,794,19,2,12,9.35,0
26,52705,396846,623,29,4,24,13.39,1
21,32615,129770,391,6,2,48,16.06,0
25,90475,451748,814,2,4,36,24.35,1
61,124054,424603,424,5,0,60,17.98,0
32,110490,284465,829,15,0,36,21.4,0
46,81273,260822,564,12,3,60,12.35,0
54,101356,338919,634,6,4,36,9.34,0
34,63703,168339,403,28,0,36,9.63,0
46,123447,236407,739,10,2,24,22.7,0
47,47567,417471,657,1,0,48,24.11,1
29,19418,292602,629,23,1,60,15.55,1
46,57164,371347,688,25,2,36,22.1,1
42,16986,277344,641,37,4,36,19.83,1
50,53593,270780,560,8,1,36,8.82,1
63,48983,59881,695,37,0,12,22.42,0
37,127194,474501,709,35,4,12,23.3,0
46,113548,69775,684,5,0,36,6.04,0
56,140605,435905,437,29,2,12,7.28,0
21,61887,74399,554,13,0,48,10.24,0
28,26243,314100,721,13,0,24,7.92,1
55,15132,373700,451,13,4,48,15.01,1
35,79397,174088,415,23,3,36,7.12,0
42,98290,424928,346,17,2,48,18.67,1
34,24839,465769,557,1,0,48,10.44,1
46,94364,163797,672,31,4,36,7.82,0
48,140688,418411,679,25,2,48,20.82,0
43,81430,250829,457,30,3,36,14.13,0
34,16265,75316,452,20,1,60,7.07,1
44,90501,355600,668,28,2,48,11.93,0
22,79817,310775,489,13,1,24,7.54,0
46,110948,348424,556,0,1,12,6.81,0
34,69784,209232,775,33,2,48,22.43,0
27,142247,305183,490,31,4,12,19.89,0
23,61116,293315,486,38,3,24,11.26,1
43,74133,252014,609,11,1,48,23.62,0
63,92338,417113,738,2,4,12,9.44,1
38,65141,391045,597,13,0,48,11.66,1
58,100600,189751,533,21,3,48,16.78,0
55,56864,190254,364,25,2,24,22.11,0
35,116701,42137,413,34,2,12,18.43,0
45,37970,92387,498,22,0,12,7.6,0
57,74951,329915,350,38,3,12,5.84,1
48,62683,340105,517,3,1,36,12.47,1
30,136144,321772,673,25,0,48,24.57,0
59,93399,349296,315,36,3,48,20.28,1
37,125261,464939,736,25,2,60,21.65,0
59,107874,403639,489,25,1,24,20.0,0
42,117330,108284,336,29,2,24,17.1,0
46,44655,77535,744,28,1,36,24.91,0
64,80446,75434,472,31,3,12,16.32,0
45,58639,403021,631,13,0,48,15.33,1
37,33830,55000,387,28,1,12,11.13,0
33,23014,391653,553,4,3,12,7.18,1
40,83752,186874,685,29,0,36,5.24,0
45,91758,34767,778,21,2,24,19.77,0
24,104418,471857,584,31,4,36,19.76,1
30,58702,324433,505,16,3,12,16.6,1
23,37687,326359,674,29,0,12,22.04,1
61,44581,141997,412,5,3,36,18.7,0
38,108733,429089,523,4,3,48,12.83,1
56,23292,250022,575,35,4,36,23.46,1
42,122809,81029,714,21,4,24,6.08,0
54,149520,38459,688,22,4,60,16.77,0
28,34628,117059,651,12,4,24,21.14,0
60,41477,496527,349,37,2,24,16.82,1
64,68826,249924,340,39,4,60,5.25,1
39,35010,170922,810,15,4,60,12.75,1
62,80146,452265,821,13,0,60,12.13,1
61,73133,194577,476,21,1,24,14.92,0
57,55643,6703,709,3,0,36,21.74,0
26,112100,10227,407,16,2,24,7.2,0
46,135956,311483,335,2,2,36,6.14,0
54,80708,144403,706,2,4,36,20.7,0
26,32270,57584,649,8,4,36,10.56,0
57,108644,375842,466,37,3,48,24.22,0
53,96580,464410,614,6,3,12,16.38,1
42,35752,492736,578,12,0,12,13.71,1
41,26621,264289,639,31,0,48,11.91,1
26,57369,271805,359,1,2,48,23.97,1
26,87592,428438,401,36,3,48,24.56,1
24,75267,346214,460,12,3,60,11.89,1
50,101873,368885,844,28,4,12,24.44,0
31,139790,68396,593,12,1,24,16.46,0
50,29245,319044,451,19,2,36,12.42,1
51,47676,161049,756,10,3,48,24.64,0
44,128982,365235,650,39,3,12,24.76,0
29,147424,340194,765,8,1,48,23.69,0
23,20243,240903,802,3,4,24,13.41,1
51,74484,5851,357,14,0,24,20.83,0
60,99926,106012,652,35,0,36,24.71,0
57,108730,139940,443,30,4,36,7.01,0
56,64974,147442,716,1,4,60,8.3,0
44,111383,128662,594,11,1,48,7.73,0
51,80702,110813,794,20,1,36,11.73,0
26,125827,341214,721,29,4,60,7.77,0
22,147326,282827,450,22,2,36,23.56,0
40,19286,72322,325,10,2,12,14.89,1
48,84543,345543,579,35,2,36,15.01,0
31,29992,243349,469,24,2,12,19.34,1
24,77052,270892,425,6,1,60,9.47,0
35,108640,372094,838,7,3,60,23.51,0
26,80183,93629,429,21,4,36,11.25,0
50,96174,497858,435,35,3,12,14.09,1
58,60002,126471,680,37,0,60,17.32,0
22,125269,436290,440,2,0,12,22.47,0
35,114306,107100,390,13,2,60,20.7,0
31,45239,57022,346,26,2,24,16.26,0
28,111001,166194,602,35,1,48,20.44,0
46,146156,218683,496,25,3,60,12.27,0
64,67147,41646,712,6,0,48,13.63,0
25,126319,139988,634,36,2,60,14.89,0
26,75631,431642,673,7,3,48,23.26,1
46,30373,324671,601,39,1,24,9.53,1
24,20156,265569,561,3,2,36,18.15,1
39,53463,231979,304,1,2,36,15.39,1
40,125661,157875,703,16,3,60,20.15,0
53,64305,436917,329,20,2,36,22.4,1
40,38068,392168,450,35,2,60,5.32,1
32,15570,219695,659,19,3,60,12.21,1
21,121226,451799,312,29,1,36,20.16,1
46,96736,344124,409,1,1,12,22.62,0
34,53921,223552,337,14,4,36,14.15,1
58,104589,38170,658,39,0,60,12.13,0
57,25301,324460,751,1,3,48,10.96,1
31,139798,348501,702,26,2,60,22.6,0
56,70119,78963,724,20,2,48,17.8,0
33,84191,300517,421,24,2,48,12.37,0
63,31347,226406,391,28,0,12,14.63,1
23,136359,165659,326,4,0,36,7.32,0
53,37053,320306,682,0,1,36,22.95,1
26,74056,431606,318,24,3,24,16.31,1
30,73688,458894,635,24,1,48,16.94,1
25,141845,449201,718,10,0,48,21.28,0
43,73450,97221,688,32,3,12,13.26,0
30,141385,63596,392,18,3,12,10.96,0
64,119816,29814,561,17,1,36,18.69,0
22,46403,469597,340,6,4,36,10.75,1
33,128547,10708,727,22,4,48,12.65,0
60,122078,290229,347,3,0,24,15.89,0
22,117654,421499,720,20,4,12,13.28,0
40,91418,80301,483,12,4,60,24.81,0
21,74924,361958,555,26,2,12,23.9,1
57,143391,318728,844,5,4,60,16.23,0
29,15714,190262,518,12,2,60,11.51,1
37,97328,44274,718,17,4,36,12.11,0
29,144196,292884,401,26,3,60,11.36,0
31,129312,345539,667,22,4,24,20.75,0
35,87882,407384,601,30,2,36,8.84,1
44,121342,177991,335,20,4,36,8.21,0
58,101951,289099,727,24,4,60,14.13,0
55,32511,69566,434,15,0,48,18.27,0
50,69588,311282,584,15,3,24,17.33,1
51,92567,171174,615,38,0,36,10.22,0
25,131867,361342,667,20,0,60,13.78,0
64,70958,352488,590,32,4,48,11.59,1
34,147250,191253,538,27,2,12,18.83,0
31,99727,409692,328,29,3,48,5.88,1
29,125756,315869,504,0,3,12,21.56,0
54,46146,200460,799,4,0,36,22.32,0
32,83260,87806,531,32,4,48,14.72,0
55,100066,407101,635,10,4,24,15.79,1
55,147273,13372,689,7,2,60,7.22,0
21,90547,292908,847,30,2,60,17.36,0
60,70103,221159,351,20,3,12,20.35,1
42,129008,393098,670,24,3,60,17.15,0
49,83624,121200,836,17,2,36,19.72,0
28,56456,131156,467,11,2,36,19.52,0
31,23664,163090,650,11,4,24,5.66,1
61,123384,307833,814,34,1,12,13.66,0
57,121229,74929,623,28,2,24,15.27,0
34,81696,290366,438,13,4,12,10.68,0
50,19312,432173,731,12,3,48,16.29,1
55,121691,180767,301,18,2,24,22.89,0
41,131936,369424,634,19,3,24,24.33,0
57,50215,10004,846,1,0,48,22.5,0
25,102564,125149,407,11,0,24,10.22,0
39,117613,114969,355,9,1,48,23.48,0
34,137184,35473,339,35,3,36,21.44,0
46,51264,336758,804,16,4,24,7.86,1
24,107995,244755,311,6,0,48,23.01,0
45,101857,92283,534,36,4,48,18.32,0
62,132602,371557,596,35,4,24,21.67,0
45,114976,180406,723,17,0,24,15.27,0
38,103465,360053,845,12,4,60,24.38,0
60,129644,22618,574,12,4,12,20.17,0
28,54794,397530,472,39,3,60,9.65,1
59,44237,408060,328,11,4,12,23.87,1
60,128742,299921,830,14,2,12,17.38,0
34,80294,478984,483,36,2,48,14.21,1
52,146439,141120,838,2,4,60,15.53,0
58,28417,418171,723,9,2,24,7.67,1
53,67328,132046,748,22,0,24,22.37,0
43,117116,405502,377,3,3,60,9.48,1
35,70443,139774,819,24,4,36,20.27,0
53,62119,315154,326,0,3,12,20.16,1
45,48668,53564,620,4,1,48,22.99,0
37,17770,330758,586,4,1,36,20.55,1
53,52948,113803,526,26,0,48,14.14,0
22,128612,164971,615,6,1,36,22.37,0
34,149678,347460,512,23,1,48,19.65,0
60,95214,127453,372,22,1,60,14.16,0
60,134726,120465,328,7,3,24,15.51,0
59,48025,411742,499,29,3,24,7.59,1
26,65373,239884,794,30,1,48,23.71,0
26,29388,232260,643,15,3,12,20.14,1
23,97570,478327,425,27,1,36,17.25,1
27,123814,42243,817,0,4,48,5.08,0
28,45920,171219,403,10,3,36,6.19,0
62,112883,496256,394,37,1,36,7.28,1
35,73266,309029,458,22,1,48,12.59,1
49,132847,254400,435,31,3,12,5.99,0
53,26106,163112,534,31,3,12,8.46,1
50,36786,155353,581,28,4,24,12.97,1
59,31944,172107,698,30,2,12,13.98,1
47,88917,43874,760,18,1,12,11.52,0
56,111895,402550,483,8,1,12,17.6,0
49,21844,359582,421,31,0,24,18.73,1
58,64864,9089,617,30,0,60,5.82,0
53,60933,23501,440,4,0,48,14.74,0
57,28144,408206,481,22,3,48,21.27,1
47,22649,402330,643,20,2,60,22.39,1
53,118955,236661,558,19,1,48,5.66,0
24,27818,468758,311,12,0,12,19.44,1
42,51880,90364,727,19,1,12,15.16,0
22,75109,331895,822,12,2,48,15.84,0
30,69058,381149,742,6,3,48,12.81,1
25,46297,241959,372,33,1,12,24.54,1
30,34062,135382,464,16,1,60,20.97,0
53,44492,213186,437,29,3,60,11.24,1
58,101861,383949,628,3,3,60,14.07,0
33,51806,185421,332,3,3,48,22.77,1
51,115108,36736,447,36,4,36,19.74,0
56,89457,90253,630,38,2,48,20.66,0
44,84885,81619,648,35,1,48,20.43,0
35,90191,496713,568,14,1,24,18.87,1
49,62674,373088,423,21,4,24,18.27,1
28,95415,349195,353,10,4,12,11.59,1
25,58127,371966,725,35,0,60,9.24,1
49,110029,79821,382,31,4,48,14.15,0
24,122889,136838,672,18,2,60,23.59,0
32,63544,475712,809,15,0,12,12.01,1
22,47895,474737,525,9,4,24,21.24,1
47,122878,96580,591,16,1,12,16.44,0
51,110387,171258,308,5,1,36,21.34,0
56,26920,387391,810,32,4,36,14.48,1
56,95453,43756,363,19,2,60,18.48,0
46,44227,126997,794,13,0,60,7.23,0
63,38251,487926,347,27,2,36,12.11,1
47,39238,330126,466,39,0,36,8.73,1
25,75044,469309,641,5,0,60,11.75,1
40,49973,436569,669,18,4,36,5.73,1
31,109292,388929,524,5,1,12,7.93,0
30,121371,410052,743,4,2,60,22.87,0
60,46722,245967,674,1,2,60,22.66,1
58,92684,102179,562,5,2,36,8.69,0
26,70429,163932,445,13,4,36,9.02,0
28,93437,359486,427,13,3,24,23.9,0
43,127421,392426,567,29,1,24,18.5,0
46,42621,100982,663,39,0,12,24.99,0
63,29220,339793,781,23,0,48,8.61,1
32,105230,484796,509,29,4,36,7.81,1
46,80122,217187,521,10,3,24,17.5,0
33,96757,227802,601,13,1,48,6.61,0
60,120385,158259,558,21,3,12,20.85,0
38,82907,331626,352,2,1,36,20.95,0
45,54150,265123,361,28,2,60,6.72,1
53,76262,79541,784,7,4,36,21.47,0
60,124756,16440,702,6,3,60,20.45,0
63,42161,372994,742,23,0,24,16.78,1
32,33825,369994,617,4,2,36,12.95,1
64,107811,103790,720,19,1,60,21.8,0
56,147089,473634,698,4,4,48,20.0,0
24,116351,131200,389,5,2,36,9.69,0
25,61260,228184,795,27,2,36,14.11,0
57,52018,197718,644,14,2,60,21.54,0
28,39769,292987,733,25,2,60,18.12,1
62,120695,160625,827,20,4,48,12.29,0
48,47492,407086,665,20,4,48,20.62,1
51,78767,433245,699,8,3,60,21.89,1
29,77473,473051,494,9,4,12,6.05,1
49,131087,338850,533,24,4,48,9.69,0
34,124015,229290,363,20,0,36,13.02,0
60,103215,428413,777,33,0,48,24.06,0
61,18687,294582,704,30,1,48,13.65,1
42,88400,110267,430,1,3,24,8.53,0
31,86663,320460,736,39,3,60,19.17,0
43,110009,105545,538,15,1,24,16.18,0
21,64704,392368,439,34,0,36,16.53,1
57,135231,281017,849,30,4,60,23.88,0
41,132248,234932,633,11,3,60,14.62,0
46,52876,442523,390,22,1,36,10.06,1
56,19266,285183,445,37,4,60,8.58,1
43,52713,22350,639,16,3,12,8.93,0
21,37068,242859,497,13,4,60,14.44,1
60,105236,125519,773,32,0,36,12.63,0
35,84384,361954,754,5,1,12,22.4,0
41,45472,394445,657,22,0,48,23.33,1
29,149528,194591,572,30,0,60,16.64,0
29,100675,366123,800,39,0,24,19.8,0
30,55887,444428,369,4,2,36,18.13,1
46,147732,450651,308,2,0,36,13.78,0
61,42151,67454,302,37,4,60,20.31,0
55,39613,240411,568,27,0,12,22.4,1
45,80266,480316,651,30,2,60,16.11,1
46,124020,36487,305,16,1,24,9.23,0
31,69738,120048,684,21,3,60,14.41,0
58,45702,384303,533,12,1,48,13.14,1
22,139188,390633,395,20,1,24,11.03,0
27,92263,68334,798,20,1,60,17.33,0
38,135813,150531,424,5,0,24,5.77,0
47,145311,289849,809,9,3,48,13.55,0
54,127225,28490,668,39,4,24,16.52,0
47,112925,330360,306,13,1,60,22.51,0
37,143428,194665,576,22,0,36,11.13,0
63,76804,435242,508,6,2,24,5.55,1
64,107340,88775,492,23,1,12,17.26,0
44,28021,461612,459,14,2,36,8.48,1
45,132611,374452,787,22,0,24,18.8,0
27,59001,169332,757,4,2,36,15.02,0
26,141832,88749,546,19,1,48,7.05,0
44,121726,225013,305,9,1,36,15.52,0
53,30739,103774,332,22,2,12,15.7,0
49,88012,383212,579,26,3,60,15.53,1
63,28699,492764,405,30,1,24,19.43,1
42,148876,310306,820,5,3,36,15.2,0
46,53343,353919,366,12,3,12,5.8,1
48,123985,360520,303,27,1,24,7.35,0
41,78012,220624,353,15,3,24,15.62,0
27,62686,303242,640,16,2,36,7.69,1
37,79236,496322,433,30,0,24,16.75,1
40,145025,278637,749,9,4,48,16.84,0
61,133222,150507,344,30,1,60,12.74,0
40,46586,346021,524,38,1,24,23.58,1
42,72009,421478,470,5,1,48,9.17,1
48,15607,41061,749,19,3,36,5.08,0
60,52386,333719,666,20,1,36,19.73,1
27,94625,451236,610,15,2,24,7.07,1
21,128872,473933,503,24,0,36,19.21,0
52,129235,400981,796,38,4,48,7.29,0
33,135300,228689,571,35,3,48,6.02,0
50,78492,202219,778,33,0,12,6.64,0
43,37943,277919,550,7,1,48,18.87,1
39,102051,129678,370,13,1,36,22.19,0
52,110155,247096,645,22,1,12,22.01,0
50,81287,388934,554,11,1,48,20.92,1
49,126541,496108,428,19,4,12,16.66,1
49,120849,44469,813,23,0,60,8.29,0
50,85880,66679,650,12,3,36,11.11,0
36,89158,435055,383,32,4,24,21.28,1
60,137207,116407,656,33,3,60,24.92,0
39,117987,259053,422,31,0,24,24.12,0
38,75461,63008,606,28,1,48,19.98,0
21,33658,483250,460,26,0,48,24.27,1
34,137211,285118,814,37,1,36,22.22,0
22,51133,154824,766,12,2,60,20.99,0
48,140275,444963,677,21,4,24,19.85,0
50,35620,167600,403,6,4,60,22.75,1
58,15860,222500,779,6,2,60,23.11,1
24,130532,325415,432,28,2,48,22.82,0
21,42618,377676,528,39,3,36,17.2,1
28,42916,99241,817,13,3,36,11.13,0
49,97056,121538,487,1,3,60,13.95,0
59,102667,405109,719,6,3,36,18.83,1
23,37878,382276,673,16,1,60,20.7,1
52,91960,295995,759,32,0,48,13.93,0
30,53554,203462,817,21,4,24,19.73,0
30,138858,317985,400,13,1,36,18.16,0
39,138448,448084,519,0,3,24,17.95,0
54,37584,436371,437,7,0,24,11.64,1
53,26598,160157,561,7,0,48,15.57,1
43,58813,243536,579,28,2,12,14.51,0
48,149802,91327,381,16,1,12,20.28,0
52,26684,41869,623,26,1,36,22.53,0
27,119426,73131,728,7,4,48,15.06,0
49,88723,13829,673,5,3,60,15.64,0
28,76320,296273,805,29,3,48,15.2,0
21,118144,424556,770,22,3,12,20.94,0
23,47624,158274,582,14,1,60,11.67,0
44,18726,466370,446,13,1,12,13.97,1
43,147915,270695,460,26,0,48,16.5,0
28,69929,162763,568,2,3,60,24.54,0
57,28754,422587,562,11,3,36,19.64,1
23,110324,54271,459,2,2,48,21.43,0
53,19567,493780,611,39,0,48,12.11,1
48,77118,374487,528,0,3,12,17.35,1
28,47150,55026,601,16,4,12,12.1,0
54,112364,155450,399,17,3,24,10.58,0
55,42560,412897,717,9,1,24,10.16,1
52,99568,65660,527,11,3,48,19.25,0
44,128246,483787,490,16,4,48,11.97,1
34,149443,191009,369,21,2,24,18.3,0
52,100349,497840,811,13,1,60,8.24,1
63,139460,146002,609,7,0,24,5.29,0
36,17932,231948,600,16,3,60,16.1,1
24,24778,238396,329,14,2,36,15.61,1
57,38033,96045,378,5,2,12,18.25,0
41,142441,400891,546,6,4,24,15.73,0
34,17521,217959,616,31,1,36,7.24,1
51,141631,229860,520,8,1,12,18.06,0
38,99622,417261,742,19,3,60,23.85,0
27,132257,67823,429,38,1,48,19.19,0
30,129647,47331,457,1,1,60,17.54,0
27,146855,26940,473,17,3,48,16.09,0
53,57666,389471,367,37,2,24,5.31,1
43,91303,52031,446,1,2,24,24.23,0
41,16103,152730,767,14,0,12,24.29,1
39,85845,48637,304,10,3,60,19.38,0
39,89170,90056,511,2,3,24,20.72,0
56,27135,201676,746,8,0,12,22.56,1
49,134433,351838,668,22,0,60,23.15,0
38,112580,42172,358,9,1,48,12.48,0
22,101481,121882,615,36,3,12,21.04,0
21,54404,144841,422,23,4,48,9.52,0
25,17589,167299,678,31,3,24,11.39,1
40,24695,173111,402,3,1,36,12.57,1
31,20722,85449,805,38,3,36,19.08,0
62,64874,343120,611,6,1,60,21.16,1
22,146913,118681,703,28,3,36,10.8,0
23,140101,352471,369,28,1,48,21.92,0
43,15645,150190,554,8,0,48,13.93,1
32,47116,245766,600,1,1,60,7.99,1
40,55983,175696,802,2,2,60,8.24,0
25,44402,86387,503,27,3,60,14.71,0
57,64158,135098,462,19,3,24,24.39,0
58,51469,371206,675,3,3,48,17.9,1
50,75576,145438,454,29,0,60,15.82,0
29,28908,104488,763,30,2,60,11.54,0
54,75269,429123,602,21,0,24,10.38,1
64,57231,185453,544,8,4,24,13.85,0
55,60221,470850,587,8,4,60,17.59,1
42,53398,125417,328,30,1,24,11.76,0
64,77372,441121,498,15,4,60,8.76,1
44,50324,451352,352,34,1,24,5.33,1
37,45795,161852,392,21,0,60,6.85,0
30,142799,243413,739,30,0,12,13.27,0
50,145920,402004,516,12,1,24,22.43,0
43,78105,280925,598,27,4,12,8.08,0
52,18801,469687,411,38,1,48,5.22,1
37,125375,407835,747,38,3,24,12.42,0
37,32665,161125,390,6,2,60,16.7,1
34,111636,301866,615,24,0,36,12.08,0
29,124391,202664,585,0,0,36,12.4,0
60,23187,116341,342,34,1,12,11.11,1
22,79989,269784,515,10,0,12,14.41,0
45,40784,499434,562,33,1,24,19.05,1
59,64454,57683,386,17,4,48,22.18,0
29,56715,234889,417,30,1,60,15.08,1
42,68411,491817,318,15,0,48,14.71,1
63,135451,9427,351,29,1,24,19.79,0
24,57186,217569,805,36,1,12,8.82,0
46,88111,332293,804,24,3,60,15.97,0
49,122729,227623,433,27,4,48,20.31,0
54,43093,464284,510,23,3,12,5.88,1
43,89625,293772,615,33,2,12,10.17,0
57,37474,85155,774,20,1,60,13.14,0
31,23154,107230,799,10,2,12,7.89,1
26,116666,476343,648,26,1,48,17.29,0
38,24646,237287,417,8,1,36,15.34,1
41,74671,24652,465,15,2,36,6.72,0
62,131700,366725,440,10,0,48,21.57,0
56,40391,373377,807,13,0,12,15.83,1
61,129059,32461,327,14,0,24,15.84,0
58,52872,59866,304,21,1,12,18.75,0
54,90048,447091,473,21,0,12,21.23,1
